sl,state,district,female_literacy,agricultural_labour,wealth,mpce,poverty_head_ratio,poverty_gap_ratio,Squared_poverty_gap,gini,Log_mean_deviation,theil_index,rank_dist_phc_ratio,sort_ght,bmi_less,percent_ of_ poor,total_population,total_poor_population,rice,per_capita_rice,Jowar,per_capita_jowar,bajra,per_capita_bajra,maize,per_capita_maize,ragi,per_capita_ragi,wheat,per_capita_wheat,Other_cereals_and_millets,per_capita_other_cereal_millet,total_cereals_and_millets,per_capita_total_cereals_millets,bmi_1849_lessthan185,urban,stunted_5,Wasted_5,Underweight_5,Open_defecation ,Low_birth_weight
603,Uttarakhand,Dehradun,78.54,5.94,51.97,2091,17.9,3.72,1.16,0.28,0.13,0.16,158,8,16.7,5.6,1696694,95015,10185,0.1072,0,0,0,0,7295,0.0768,1053,0.0111,17469,0.1839,1027,0.0108,37029,0.3897,17.9,13,29.4,29.5,30.7,0.0408,0.2269
335,Maharashtra,Yavatmal,75.93,32.71,20.37,1412,30.8,6.35,2.32,0.25,0.1,0.2,294,10.9,33.4,44.2,2772348,1225378,3700,0.003,139500,0.1138,5600,0.0046,200,0.0002,0,0,17600,0.0144,200,0.0002,166800,0.1361,30.3,0,46.2,29.4,49.1,0.4895,0.2082
133,Gujarat,Junagadh,66.86,22.27,36.5,1873,14.04,2.42,0.76,0.23,0.08,0.1,94,6.2,16.1,13.9,2743082,381288,0,0,3600,0.0094,18500,0.0485,0,0,0,0,179600,0.471,0,0,201701,0.529,19.3,0,27.9,29.4,27.2,0.2058,0.1368
216,Jharkhand,Latehar,48.68,41.56,15.57,967,60.79,13.42,3.98,0.25,0.1,0.21,570,16.8,30.7,89.4,726978,649918,21590,0.0332,22,0,9,0,10415,0.016,341,0.0005,1930,0.003,1162,0.0018,35469,0.0546,31,0,43.4,29.3,44.2,0.8514,0.1354
619,West Bengal,Birbhum,64.14,42.28,18.42,1194,33.5,7.71,2.61,0.24,0.09,0.15,320,17,34,71,3502404,2486707,399512,0.1607,0,0,0,0,450,0.0002,0,0,33807,0.0136,0,0,433769,0.1744,32.4,0,40.4,29.3,43.1,0.6192,0.1377
303,Madhya Pradesh,Hoshangabad,66.45,31.25,28.3,1466,30.78,8.74,3.05,0.34,0.19,0.59,293,7.9,25.5,40.8,1241350,506471,102981,0.2033,181,0.0004,31,0.0001,4831,0.0095,0,0,277680,0.5483,52,0.0001,385757,0.7617,25.5,18,37.9,29.3,40.7,0.4123,0.1849
342,Maharashtra,Thane,79.77,6.64,42.09,2757,19.48,4.87,1.95,0.37,0.24,0.33,180,7.8,32.9,18.1,11060148,2001887,140400,0.0701,0,0,0,0,100,0,16000,0.008,100,0,7600,0.0038,164200,0.082,13.7,0,38.9,29.2,40.3,0.1706,0.2069
213,Jharkhand,Lohardaga,57.69,32.23,22.22,887,63.3,17.82,7.27,0.24,0.1,0.1,579,10.3,32,80.5,461790,371741,25167,0.0677,18,0,0,0,3182,0.0086,954,0.0026,2115,0.0057,487,0.0013,31923,0.0859,37.2,0,41.4,29.1,48.1,0.7678,0.1687
403,Odisha,Sambalpur,67.93,26.51,27.24,1210,42.28,8.87,2.64,0.31,0.16,0.29,417,19.8,27.3,65.2,1041099,678797,160059,0.2358,0,0,0,0,38,0.0001,1,0,0,0,16,0,160114,0.2359,32.2,0,39.1,29,45.3,0.6292,0.2044
99,Chhattisgarh,Korea (Koriya),60.6,27.24,20.31,1226,38.32,7.96,2.19,0.26,0.11,0.13,377,9.3,25,71.3,658917,469808,67750,0.1442,414,0.0009,0,0,7696,0.0164,2,0,3651,0.0078,6717,0.0143,86230,0.1835,27.8,18.1,30,29,34.5,0.6877,0.1429
85,Bihar,Sheikhpura,53.4,39.39,20.23,1020,54.78,13.39,4.48,0.21,0.07,0.08,531,25.3,38.6,70,636342,445439,22079,0.0496,0,0,0,0,677,0.0015,0,0,22192,0.0498,1,0,44949,0.1009,36.8,0,47,28.9,51.7,0.587,0.1985
87,Bihar,Patna,61.96,29.55,35.74,1373,49.43,12.7,4.49,0.34,0.18,0.3,488,19.5,25.3,38.5,5838465,2247809,61357,0.0273,127,0.0001,0,0,6340,0.0028,18,0,60442,0.0269,69,0,128353,0.0571,28.6,19.9,44.3,28.8,43.3,0.3331,0.1531
429,Odisha,Koraput,38.55,36.26,14.25,864,72.39,24.86,10.73,0.33,0.18,0.31,608,10.8,40.5,78.3,1379647,1080264,124984,0.1157,0,0,0,0,4871,0.0045,23977,0.0222,0,0,14799,0.0137,168631,0.1561,37.4,0,40,28.8,44.4,0.7954,0.2095
244,Karnataka,Bangalore,84.01,1.7,63.71,3806,5.59,0.7,0.16,0.36,0.21,0.38,22,4.3,14.8,2.5,9621551,240539,589,0.0024,2,0,5,0,10812,0.0449,36463,0.1516,4,0,13,0.0001,47888,0.1991,23,0,27.8,28.7,26.5,0.0154,0.1733
479,Rajasthan,Rajsamand,47.95,15.61,26.19,1440,26.64,4.9,1.28,0.24,0.1,0.17,259,4.5,33.1,48.8,1156597,564419,29,0.0001,11198,0.0198,359,0.0006,63788,0.113,0,0,32458,0.0575,274,0.0005,108106,0.1915,31.24,0,39,28.6,38.8,0.6348,0.226
484,Rajasthan,Baran,51.96,27.98,25.18,1277,42.02,6.17,1.23,0.2,0.07,0.09,414,6.8,35.3,56.9,1222755,695748,18482,0.0266,248,0.0004,1124,0.0016,23925,0.0344,0,0,163267,0.2347,0,0,207046,0.2976,32.65,0,41.2,28.5,41.1,0.6321,0.2343
348,Maharashtra,Bid,67.82,16.32,23.92,1476,31.1,4.31,1.14,0.24,0.1,0.2,299,8.2,27.1,44.1,2585049,1140007,2400,0.0021,316800,0.2779,187100,0.1641,5600,0.0049,0,0,30900,0.0271,3200,0.0028,546000,0.4789,21.7,0,38.2,28.5,36.9,0.5184,0.1713
629,West Bengal,Paschim Medinipur,70.5,39.02,24.74,1349,33.31,7.36,2.29,0.28,0.12,0.18,318,11.2,33.7,69.4,5913457,4103939,719784,0.1754,0,0,0,0,1804,0.0004,0,0,3751,0.0009,0,0,725339,0.1767,29.9,0,29.7,28.2,40.3,0.4324,0.1953
272,Madhya Pradesh,Sheopur,44.23,35.16,14.58,1062,61.32,16.91,5.92,0.28,0.13,0.21,572,10.3,47.4,67.6,687861,464994,28819,0.062,708,0.0015,14140,0.0304,1145,0.0025,0,0,88482,0.1903,0,0,133294,0.2867,43.9,0,52.8,28.1,55,0.7959,0.306
211,Jharkhand,Dhanbad,64.29,11.51,35.71,1500,41.15,10.64,3.75,0.34,0.18,0.32,398,20.8,36.5,46.8,2684487,1256340,7372,0.0059,0,0,0,0,240,0.0002,0,0,102,0.0001,0,0,7714,0.0061,38.5,25.9,39.3,28.1,42.6,0.6312,0.1619
295,Madhya Pradesh,Barwani,42.39,27.02,12.65,900,68.42,19.47,7.29,0.24,0.09,0.12,595,10.2,44.6,66.7,1385881,924383,1121,0.0012,37464,0.0405,6269,0.0068,50390,0.0545,0,0,48578,0.0526,28,0,143850,0.1556,45.2,0,51.8,28,55,0.7424,0.1832
229,Karnataka,Bijapur,56.72,23.14,30.16,1155,37.93,4.91,1.18,0.2,0.07,0.09,371,9.1,18.8,50.5,2177331,1099552,14,0,95544,0.0869,43145,0.0392,62819,0.0571,0,0,34031,0.0309,0,0,235553,0.2142,20.8,0,42.7,28,38.9,0.7423,0.1565
314,Madhya Pradesh,Shahdol,56.99,45.52,19.7,988,59,17.97,7.78,0.28,0.14,0.23,562,9.9,23.9,76.5,1066063,815538,113423,0.1391,761,0.0009,1,0,10683,0.0131,0,0,29361,0.036,9303,0.0114,163532,0.2005,30.6,0,38.1,28,41.2,0.7928,0.1394
483,Rajasthan,Kota,65.87,15.09,40.05,1695,24.79,5.76,1.86,0.28,0.14,0.3,235,5.7,28.6,23.9,1951014,466292,22707,0.0487,3098,0.0066,75,0.0002,5502,0.0118,0,0,141604,0.3037,0,0,172986,0.371,33.54,22,32,28,39.7,0.3436,0.1962
111,Chhattisgarh,Dhamtari,69.08,28.62,25.24,1096,49.98,12.42,4.72,0.3,0.15,0.3,492,11.5,31.2,49.8,799781,398291,183504,0.4607,0,0,0,0,2761,0.0069,134,0.0003,859,0.0022,51,0.0001,187309,0.4703,31.4,0,35.7,27.9,40.2,0.3546,0.1325
275,Madhya Pradesh,Gwalior,77.98,4.4,64.21,4184,4.77,1.1,0.41,0.42,0.29,0.47,16,10.1,25.3,22.9,2032036,465336,58810,0.1264,3019,0.0065,8090,0.0174,71,0.0002,0,0,114672,0.2464,756,0.0016,185418,0.3985,24.8,21,42.9,27.7,48.5,0.2516,0.298
221,Jharkhand,Ranchi,67.44,19.64,37.78,1471,42.84,9.79,3.17,0.34,0.18,0.27,426,16.7,30.2,50.6,2914253,1474612,102793,0.0697,31,0,0,0,2435,0.0017,2251,0.0015,2107,0.0014,641,0.0004,110258,0.0748,37.9,18.7,41.8,27.7,43.8,0.5022,0.1543
117,Dadra and Nagar Haveli,Dadra & Nagar Haveli,64.32,9.38,30.4,1500,46.61,9.97,2.82,0.35,0.2,0.3,459,10.7,28.4,39.3,343709,135078,12761,0.0945,509,0.0038,0,0,120,0.0009,1216,0.009,263,0.0019,320,0.0024,15189,0.1124,0,0,41.6,27.6,0,0.3929,0.2308
121,Goa,South Goa,83.47,4.07,64.31,2639,4.57,1.08,0.34,0.23,0.09,0.13,12,9.8,10.1,5,640537,32027,23496,0.7336,0,0,0,0,0,0,0,0,0,0,0,0,23497,0.7337,20.6,8.7,18,27.6,23.9,0.1082,0.2439
590,Uttar Pradesh,Jaunpur,59.81,25.52,39.33,1059,48.72,9.38,2.4,0.23,0.09,0.47,481,23,30.1,61,4494204,2741464,143398,0.0523,3123,0.0011,5806,0.0021,43531,0.0159,0,0,211659,0.0772,0,0,407517,0.1486,0,0,48.5,27.5,52.7,0.7183,0.1448
283,Madhya Pradesh,Satna,62.45,32.95,22.98,797,80.25,29.06,13.19,0.26,0.11,0.15,621,13.3,19.2,63.5,2228935,1415374,110450,0.078,2600,0.0018,57,0,413,0.0003,0,0,169468,0.1197,522,0.0004,283510,0.2003,25.3,0,42.5,27.5,39.6,0.6241,0.1917
144,Gujarat,Navsari,78.83,23.57,38.23,1714,32.06,6.79,1.76,0.3,0.14,0.26,304,8.7,33,23.6,1329672,313803,65900,0.21,1700,0.0054,0,0,0,0,300,0.001,500,0.0016,100,0.0003,68500,0.2183,35.7,14.9,40,27.5,37.4,0.2157,0.1979
604,Uttarakhand,Garhwal,72.6,4.43,26.72,1557,21.98,3.61,0.96,0.26,0.11,0.15,211,7.9,11.3,26.4,687271,181440,10852,0.0598,0,0,0,0,2214,0.0122,19810,0.1092,18188,0.1002,13034,0.0718,64098,0.3533,18.4,0,23.9,27.5,0,0.2324,0.2048
137,Gujarat,Kheda,73.49,32.67,23.37,1200,40.96,12.24,5.2,0.22,0.09,0.1,395,15.3,41.9,45.9,2299885,1055647,104600,0.0991,100,0.0001,78000,0.0739,26300,0.0249,0,0,78200,0.0741,1000,0.0009,288200,0.273,43.6,0,46.6,27.4,48.1,0.4373,0.2759
285,Madhya Pradesh,Umaria,55.23,44.63,16.74,820,75.64,23.66,9.79,0.25,0.11,0.17,615,10.8,35.5,75.9,644758,489371,42758,0.0874,439,0.0009,0,0,8730,0.0178,0,0,29289,0.0599,9354,0.0191,90570,0.1851,30.6,0,41.1,27.3,46.6,0.7719,0.1328
562,Uttar Pradesh,Jhansi,63.49,25.39,38.93,1664,32.93,6.23,1.84,0.34,0.19,0.33,314,9.8,28.4,41.3,1998603,825423,15949,0.0193,775,0.0009,6,0,686,0.0008,0,0,160880,0.1949,201,0.0002,178497,0.2162,0,0,36.3,27.3,39.5,0.4619,0.2031
495,Tamil Nadu,Vellore,71.95,16.41,40.79,1649,25.46,5.11,1.48,0.28,0.13,0.19,248,7.1,14.4,16.6,3936331,653431,44570,0.0682,5351,0.0082,2461,0.0038,3103,0.0047,4519,0.0069,0,0,2211,0.0034,62215,0.0952,14.5,14.3,29.8,27.3,32.6,0.4187,0.1413
307,Madhya Pradesh,Dindori,52.41,36.82,7.02,811,71.43,22.65,8.8,0.22,0.08,0.1,603,8.3,40.8,92,704524,648162,83130,0.1283,47,0.0001,0,0,18685,0.0288,0,0,32319,0.0499,36531,0.0564,170712,0.2634,36.2,0,47.3,27.1,46.6,0.9,0.17
472,Rajasthan,Jalor,38.47,13.16,19.74,1557,24.77,2.85,0.49,0.25,0.1,0.16,234,4.7,32.1,56.7,1828730,1036890,0,0,4934,0.0048,306849,0.2959,49,0,0,0,52182,0.0503,3354,0.0032,367368,0.3543,32.24,0,45,27.1,42.7,0.5579,0.1609
477,Rajasthan,Bundi,46.55,17.56,28.32,1416,37.88,5.1,1.01,0.24,0.09,0.13,370,8.2,37.9,54.5,1110906,605444,44345,0.0732,167,0.0003,1132,0.0019,30340,0.0501,0,0,162248,0.268,0,0,238232,0.3935,35.45,0,38.7,27.1,43.4,0.6607,0.1943
624,West Bengal,Bankura,60.05,38.47,22.87,1191,40.07,7.69,2.19,0.25,0.1,0.15,392,15.8,30.4,65.4,3596674,2352225,360613,0.1533,0,0,0,0,391,0.0002,0,0,3527,0.0015,150,0.0001,364681,0.155,34.6,0,34.3,27.1,39.8,0.6329,0.1877
299,Madhya Pradesh,Sehore,58.33,32.7,27.33,1394,40.18,10.28,3.6,0.34,0.19,0.46,393,6.2,28.2,39.3,1311332,515353,28500,0.0553,518,0.001,0,0,7358,0.0143,0,0,261794,0.508,0,0,298171,0.5786,27.1,0,33.7,27.1,39.9,0.426,0.2595
129,Gujarat,Surendranagar,61.45,29.71,32.83,1808,35.95,7.31,2.15,0.33,0.18,0.32,345,7.3,24.8,29.3,1756268,514587,800,0.0016,8000,0.0155,63900,0.1242,0,0,0,0,32500,0.0632,200,0.0004,105400,0.2048,31,0,46.4,27,45.9,0.4914,0.1588
156,Haryana,Jind,60.76,16.94,39.86,2147,14.04,3.25,1.14,0.28,0.13,0.17,93,2.1,15,8,1334152,106732,129272,1.2112,30,0.0003,11951,0.112,2,0,0,0,216691,2.0302,0,0,357949,3.3537,17.3,0,26.7,27,29.3,0.1109,0.1679
128,Gujarat,Ahmadabad,70.89,13.63,38.16,1526,27.13,4.99,1.28,0.24,0.09,0.13,267,7.1,21.2,6.1,7214225,440068,108000,0.2454,400,0.0009,22400,0.0509,0,0,0,0,143800,0.3268,0,0,274601,0.624,19.1,0,28.9,26.9,31,0.0507,0.1628
146,Gujarat,Surat,80.37,8.24,42.99,2101,26.95,5.89,1.92,0.29,0.14,0.16,264,8.4,23.3,10.7,6081322,650701,58800,0.0904,20000,0.0307,400,0.0006,900,0.0014,0,0,5400,0.0083,0,0,85500,0.1314,14.9,0,30.6,26.7,36.1,0.1198,0.1797
424,Odisha,Balangir,53.5,41.26,19.16,1007,52.17,10.01,2.81,0.22,0.08,0.11,514,13.9,34.9,73.9,1648997,1218609,197641,0.1622,0,0,0,0,2513,0.0021,436,0.0004,0,0,2217,0.0018,202807,0.1664,34.5,0,45.2,26.5,44.7,0.842,0.2453
105,Chhattisgarh,Bilaspur,59.71,35.93,21.77,1295,41.25,9.72,3.46,0.32,0.17,0.29,400,6.4,10.8,52.7,2663629,1403732,219092,0.1561,312,0.0002,15,0,2878,0.0021,0,0,6188,0.0044,1075,0.0008,229560,0.1635,14,0,34.3,26.5,33.3,0.099,0.0948
119,Daman and Diu,Daman,80.98,0.39,39.06,1999,25.49,5,1.37,0.28,0.13,0.15,250,13,16.1,18.2,191173,34793,1959,0.0563,0,0,3,0.0001,3,0.0001,8,0.0002,2,0.0001,0,0,1975,0.0568,18.9,12,18.2,26.5,25.2,0.033,0.1667
558,Uttar Pradesh,Auraiya,70.61,31.73,31.22,1166,25.52,5.36,1.62,0.19,0.06,0.08,251,13.9,18.4,66.4,1379545,916018,56935,0.0622,852,0.0009,32974,0.036,7317,0.008,0,0,109121,0.1191,0,0,207199,0.2262,22.8,0,44.2,26.4,46.4,0.6149,0.1852
425,Odisha,Nuapada,44.76,44.3,16.87,814,64.61,14.27,4.25,0.17,0.05,0.07,584,13,35,80.4,610382,490747,97587,0.1989,0,0,0,0,517,0.0011,475,0.001,0,0,982,0.002,99561,0.2029,35.1,0,38.7,26.4,40,0.7762,0.1731
606,Uttarakhand,Bageshwar,69.03,6.28,19.43,1626,14.08,1.79,0.44,0.26,0.11,0.23,95,6.5,21.9,36,259898,93563,13994,0.1496,0,0,0,0,373,0.004,5513,0.0589,14576,0.1558,802,0.0086,35258,0.3768,25.1,0,25,26.4,27.2,0.237,0.28
88,Bihar,Bhojpur,58.03,40.6,27.45,942,59.12,19.23,7.6,0.23,0.09,0.11,563,13.7,26,66.8,2728407,1822576,98902,0.0543,614,0.0003,925,0.0005,2636,0.0014,1,0,50356,0.0276,96,0.0001,153530,0.0842,24.7,0,44.1,26.3,47.2,0.6556,0.0788
150,Haryana,Yamunanagar,71.38,17.86,46.91,1769,28.44,5.53,1.65,0.26,0.11,0.14,279,3.8,14.1,7.2,1214205,87423,73935,0.8457,0,0,35,0.0004,325,0.0037,0,0,88902,1.0169,0,0,163199,1.8668,19.3,11.3,31.5,26.2,31.8,0.1307,0.1923
471,Rajasthan,Barmer,40.63,9.51,19.15,1503,23.82,4.23,0.94,0.25,0.1,0.17,227,2.3,29.6,74,2603751,1926776,0,0,6608,0.0034,795056,0.4126,5,0,0,0,17612,0.0091,0,0,819281,0.4252,27.09,0,37.6,26.1,39.6,0.7449,0.1304
82,Bihar,Banka,47.66,54.37,18.24,974,55.22,12.21,3.75,0.19,0.06,0.07,534,25.4,33.2,83.8,2034763,1705131,95537,0.056,0,0,0,0,10374,0.0061,0,0,32959,0.0193,0,0,138870,0.0814,32.2,0,49.9,26,48.5,0.824,0.0905
330,Maharashtra,Nagpur,84.51,14.29,52,2424,19.45,4.24,1.42,0.34,0.18,0.26,178,7.6,24.6,12.4,4653570,577043,43500,0.0754,52500,0.091,0,0,400,0.0007,0,0,31000,0.0537,400,0.0007,127800,0.2215,31.8,19.5,34.2,25.9,33.6,0.1556,0.2638
502,Tamil Nadu,Dindigul,68.33,25.01,38.66,1724,20.87,4.53,1.34,0.28,0.12,0.15,197,12,14.2,25.5,2159775,550743,1522,0.0028,42894,0.0779,660,0.0012,21326,0.0387,2,0,0,0,41,0.0001,66445,0.1206,15.8,11.2,32.2,25.9,29.8,0.5415,0.1503
93,Bihar,Gaya,53.34,38.99,22.64,1059,52.58,11.06,3.27,0.21,0.07,0.09,517,28.1,35.8,73.1,4391418,3210127,98653,0.0307,0,0,0,0,4388,0.0014,123,0,71950,0.0224,0,0,175114,0.0546,37.4,0,53.4,25.8,53.1,0.683,0.16
237,Karnataka,Bellary,58.09,20.77,32.21,1250,37.68,7.04,2.03,0.21,0.08,0.14,366,9.2,27.8,32.9,2452595,806904,87007,0.1078,32037,0.0397,16064,0.0199,95163,0.1179,2357,0.0029,78,0.0001,4490,0.0056,237196,0.294,24.5,21.7,50.9,25.8,53.3,0.5456,0.1933
277,Madhya Pradesh,Shivpuri,48.79,22.52,18.12,1498,28.79,3.5,0.7,0.27,0.12,0.16,280,8.3,32.7,62.4,1726050,1077055,14182,0.0132,112,0.0001,5058,0.0047,12971,0.012,0,0,189353,0.1758,32,0,221708,0.2058,34.9,0,48.3,25.8,49.6,0.7222,0.2108
135,Gujarat,Bhavnagar,66.08,20.59,36.45,1654,30.35,6.28,2.14,0.24,0.1,0.17,284,12.6,20.2,19,2880365,547269,0,0,7000,0.0128,51200,0.0936,2800,0.0051,0,0,49500,0.0904,0,0,110500,0.2019,23.6,0,48.9,25.7,44.4,0.2718,0.2071
116,Chhattisgarh,Bijapur,31.11,33.05,8.37,917,72.07,20.49,7.34,0.29,0.15,0.41,607,5.6,15.1,81.2,255230,207247,61298,0.2958,262,0.0013,0,0,617,0.003,55,0.0003,0,0,252,0.0012,62484,0.3015,19.5,0,48,25.7,47.2,0.7674,0.0725
329,Maharashtra,Wardha,81.81,28.75,30.71,1900,15.11,3.37,1.16,0.24,0.1,0.11,114,11.6,25.8,23.7,1300774,308283,500,0.0016,35200,0.1142,0,0,0,0,0,0,19900,0.0646,200,0.0006,55800,0.181,31.4,25.6,31.2,25.7,36.1,0.3253,0.1258
243,Karnataka,Tumkur,67.38,17.63,33.5,1494,17.04,2.58,0.51,0.24,0.09,0.12,146,6.7,26.6,34.4,2678980,921569,10383,0.0113,38,0,21,0,28417,0.0308,131632,0.1428,0,0,1307,0.0014,171798,0.1864,21.8,0,28.5,25.7,26,0.4361,0.1438
276,Madhya Pradesh,Datia,59.41,23.94,24.72,1277,36.17,6.97,2.57,0.23,0.08,0.1,348,9.6,37.9,52.7,786754,414619,15354,0.037,1535,0.0037,748,0.0018,441,0.0011,0,0,143659,0.3465,0,0,161737,0.3901,35,0,50,25.6,46.9,0.5842,0.277
318,Madhya Pradesh,Jhabua,33.77,16.92,8.98,1074,50.86,11.78,3.21,0.24,0.09,0.11,498,13.2,31.2,83.6,1025048,856940,9931,0.0116,2141,0.0025,8,0,63466,0.0741,0,0,41503,0.0484,85,0.0001,117134,0.1367,31.1,0,44,25.6,43.6,0.7987,0.4009
125,Gujarat,Mahesana,75.32,23.06,33.95,1603,43.32,6.1,1.51,0.32,0.18,0.53,430,8.2,25.6,20.1,2035064,409048,8300,0.0203,0,0,66500,0.1626,0,0,0,0,64700,0.1582,900,0.0022,140400,0.3432,30,0,41.5,25.6,41.9,0.2582,0.189
291,Madhya Pradesh,Dewas,57.76,32.52,27.78,1804,22.42,4.13,1,0.34,0.18,0.26,214,7.5,28.7,40.6,1563715,634868,159,0.0003,1601,0.0025,5,0,12298,0.0194,0,0,205270,0.3233,0,0,219333,0.3455,31.9,0,41.1,25.6,44.7,0.4239,0.1943
103,Chhattisgarh,Korba,61.93,34.98,23.99,1161,56.85,17,7.16,0.34,0.19,0.33,543,9.8,33.1,54.8,1206640,661239,109314,0.1653,368,0.0006,1,0,4180,0.0063,0,0,551,0.0008,1066,0.0016,115480,0.1746,35.8,20.5,33.8,25.6,36.6,0.5417,0.1211
132,Gujarat,Porbandar,67.75,16.25,36.52,1737,32.14,6.44,2.17,0.21,0.07,0.09,305,1.8,10.8,10.4,585449,60887,0,0,4700,0.0772,1700,0.0279,0,0,0,0,12600,0.2069,0,0,19000,0.3121,0,0,23.4,25.6,0,0.2455,0.1383
232,Karnataka,Koppal,57.55,26.3,27.51,1133,50.61,11.1,3.79,0.26,0.11,0.15,495,8.7,29.3,44.1,1389920,612955,42611,0.0695,29692,0.0484,56139,0.0916,60342,0.0984,0,0,2522,0.0041,4462,0.0073,195768,0.3194,26.9,0,57.4,25.4,49.9,0.483,0.1535
316,Madhya Pradesh,Sidhi,54.07,46.7,16.32,830,78.38,22.09,8.97,0.24,0.1,0.18,616,13.4,28.3,82.5,1127033,929802,68975,0.0742,10235,0.011,0,0,8230,0.0089,0,0,59996,0.0645,10107,0.0109,157543,0.1694,27.7,0,49.3,25.4,43.9,0.8732,0.1608
190,Jammu and Kashmir,Srinagar,61.85,2.43,63.25,1840,31.15,6.44,1.89,0.28,0.12,0.16,300,1.9,0.8,1.9,1236829,23500,2904,0.1236,0,0,0,0,97,0.0041,0,0,0,0,0,0,3001,0.1277,4.2,0,27.2,25.4,23.2,0,0.1503
593,Uttar Pradesh,Varanasi,66.69,12.33,45.63,1503,37.55,11.07,4.42,0.32,0.17,0.23,363,21.7,23.7,36.7,3676841,1349401,48022,0.0356,2462,0.0018,5365,0.004,3020,0.0022,5,0,69118,0.0512,0,0,127992,0.0949,23.8,0,45.7,25.3,45.4,0.3754,0.183
154,Haryana,Panipat,67,13.42,42.75,2116,19.87,3.76,1.02,0.28,0.13,0.18,187,6,10.5,2.9,1205437,34958,64000,1.8308,0,0,341,0.0098,0,0,0,0,84000,2.4029,0,0,148345,4.2436,11.8,9.1,44.5,25.2,40.8,0.0243,0.2418
620,West Bengal,Barddhaman,69.63,29.05,30.39,1442,41.55,8.98,2.85,0.31,0.16,0.41,408,10.9,27.1,53.4,7717563,4121179,578473,0.1404,0,0,0,0,567,0.0001,0,0,1524,0.0004,0,0,580564,0.1409,25.8,21.6,33.6,25.2,33.7,0.3563,0.2221
344,Maharashtra,Mumbai,86.45,0.36,51.78,,,,,,,,,10.7,17.9,10.5,3085411,323968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8,25.1,0,0.0306,0.2052
426,Odisha,Kalahandi,46.68,52.3,15.14,833,68.51,18.34,6.57,0.24,0.1,0.18,596,13.7,32.6,83.7,1576869,1319839,220801,0.1673,0,0,0,0,2969,0.0022,1871,0.0014,2,0,2933,0.0022,228576,0.1732,36.1,0,36.3,25,29.7,0.8348,0.1871
265,Kerala,Idukki,89.45,19.2,34.77,3029,3.7,1.09,0.39,0.4,0.28,2.9,6,3.7,8.1,7.7,1108974,85391,887,0.0104,0,0,0,0,6,0.0001,14,0.0002,2,0,2,0,911,0.0107,10.4,0,16.3,25,14.8,0.0303,0.098
208,Jharkhand,Godda,44.14,51.08,17.7,868,66.74,13.94,3.77,0.18,0.05,0.08,589,22.4,42.7,83.8,1313551,1100756,34303,0.0312,0,0,148,0.0001,6912,0.0063,28,0,10588,0.0096,238,0.0002,52217,0.0474,37,0,54.1,24.9,46,0.7929,0.1269
92,Bihar,Aurangabad,59.71,45.07,24.41,952,55.46,13,5.08,0.19,0.07,0.07,536,25.8,33.9,68.8,2540073,1747570,175198,0.1003,0,0,0,0,1175,0.0007,2,0,71130,0.0407,0,0,247505,0.1416,32.7,0,48.1,24.9,36,0.6639,0.1906
302,Madhya Pradesh,Harda,63.27,35.62,25.72,1264,47.31,15.26,6.07,0.32,0.17,0.2,466,10.4,21.7,44.5,570465,253857,1311,0.0052,153,0.0006,0,0,1722,0.0068,0,0,157235,0.6194,83,0.0003,160505,0.6323,24.1,0,39.7,24.8,40.6,0.3659,0.243
402,Odisha,Jharsuguda,70.73,19.87,30.98,1402,41.27,9.35,3.08,0.34,0.2,0.37,402,11.8,30.2,51.7,579505,299604,47243,0.1577,0,0,0,0,36,0.0001,0,0,0,0,0,0,47279,0.1578,34.1,18.6,35,24.8,36.5,0.538,0.2022
630,West Bengal,Purba Medinipur,81.37,35.35,22.33,1450,29.33,5.96,1.66,0.32,0.17,0.38,281,12.7,21.3,60.9,5095875,3103388,416332,0.1342,0,0,0,0,122,0,0,0,450,0.0001,0,0,416904,0.1343,20.2,0,30.5,24.8,32.8,0.0656,0.1327
432,Puducherry,Puducherry,79.86,10.75,52.11,2789,2.56,0.44,0.13,0.32,0.17,0.72,4,7.3,6.4,12.5,950289,118786,11520,0.097,4,0,16,0.0001,0,0,46,0.0004,0,0,0,0,11586,0.0975,11.4,10.2,24,24.8,21.3,0.332,0.1447
26,Arunachal Pradesh,Tirap,41.89,2.75,13.29,1348,45.7,9.85,2.89,0.22,0.08,0.09,452,12,3,60.4,111975,67633,6947,0.1027,0,0,0,0,0,0,0,0,106,0.0016,0,0,7053,0.1043,6.1,0,39.2,24.7,35,0.0426,0
492,Tamil Nadu,Thiruvallur,78.32,12.67,50.65,2351,9.29,1.66,0.48,0.3,0.15,0.24,50,6.9,11.6,10.3,3728104,383995,96967,0.2525,7,0,928,0.0024,10,0,250,0.0007,0,0,0,0,98162,0.2556,14.4,9.7,30.1,24.6,26.6,0.2256,0.1349
300,Madhya Pradesh,Raisen,64.24,37.71,20.18,1318,43.16,9.3,2.81,0.28,0.12,0.19,429,8.7,31.7,50.7,1331597,675120,118333,0.1753,59,0.0001,0,0,3765,0.0056,0,0,242020,0.3585,23,0,364201,0.5395,32.1,0,47,24.5,44,0.4935,0.1414
